Gene	10|1	10|2	20|1	20|2	45|1	45|2	90|1	90|2	180|1	180|2	360|1	360|2	720|1	720|2	1440|1	1440|2	20|3	20|4	90|3	90|4	180|3	180|4	360|3	360|4	720|3	720|4	1440|3	1440|4
AT1G02060	-0.5534	-0.457	-0.4141	-0.4713	0.083	0.4407	-0.058	0.4533	0.0179	-0.048	-1.1165	-2.7421	-1.4825	-1.0189	-0.9443	-0.8351	0.4037	0.1213	-0.0211	0.3546	-0.0274	-0.0694	-0.0707	-0.2431	-0.3993	-0.2152	-0.046	-0.0128
AT1G02080	-0.4248	0.0441	-0.3771	-0.1972	-0.0898	0.2412	-0.0435	0.0321	0.1075	0.1781	-0.7918	-2.4648	-1.3655	-0.8659	-0.9368	-0.5081	-0.0887	-0.1861	0.1162	0.0486	-0.1104	0.2624	0.1268	-0.0394	0.0576	0.0239	0.0401	0.0712
AT1G02090	0.3537	0.1579	0.439	0.2415	-0.0053	-0.0684	-0.0248	-0.0397	0.36	0.2785	0.1278	0.7037	-0.0237	0.0838	0.0779	-0.0559	-0.0662	-0.1553	0.2592	0.1927	0.0896	0.3258	0.1334	0.1478	0.025	-0.0256	0.0415	-0.0301
AT1G02100	-0.1748	-0.4454	-0.217	-0.6861	0.3432	0.3542	0.4332	0.3185	0.1257	-0.0417	-0.1407	0.0455	-0.2009	-0.2814	-0.4502	-0.5577	0.2223	0.0571	0.3235	0.2727	-0.099	0.0856	-0.0095	0.0476	-0.1574	0.2045	-0.1358	0.0133
AT1G02110	-0.2819	-0.5731	-0.2774	-0.215	0.1317	0.4382	-0.2295	0.258	0.0435	-0.0442	-0.3629	-0.2158	-0.4985	-0.4783	-0.8689	-0.5788	0.0496	-0.1315	-0.1452	0.0649	-0.4391	0.0149	-0.4858	-0.4173	-0.3135	-0.0154	-0.4542	-0.734
AT1G02120	-0.3495	-0.4124	-0.501	-0.6821	0.1498	0.0489	0.1662	0.0908	0.1004	-0.3465	-0.2923	-0.6406	-0.2703	-0.534	-0.1739	-0.4005	-0.1279	-0.0646	0.3736	0.2549	-0.0798	0.1195	0.0241	0.0952	0.1332	0.1254	0.2627	0.5779
AT1G02130	0.1776	-0.0035	0.2068	-0.0909	0.0982	0.1022	0.2429	0.1251	0.3159	0.0788	0.2182	0.0077	0.1618	0.1825	-0.0627	0.0724	0.1546	0.0057	-0.0447	0.1427	-0.0581	0.064	-0.2775	0.0015	-0.0667	0.0879	-0.2654	-0.3653
AT1G02140	0.3568	0.0526	0.3996	0.1981	0.2571	0.1275	0.406	0.1545	0.2896	0.1636	0.195	1.0573	0.3928	0.2087	0.3262	0.401	0.0492	-0.1037	-0.0824	0.1861	0.1128	0.0266	0.0727	0.0804	-0.0841	0.0044	-0.0472	0.0563
AT1G02145	-0.1503	-0.2122	-0.2205	-0.2817	-0.0856	-0.0697	0.3887	0.2204	0.4015	-0.0586	-0.0484	-0.1595	-0.1214	-0.2887	-0.1363	-0.123	0.0084	-0.2667	0.0342	-0.0255	-0.1543	-0.3245	0.089	-0.1388	-0.0698	-0.014	0.0109	-0.2772
AT1G02150	0.1252	-0.2922	-0.0096	-0.1393	-0.0326	-0.2279	-0.1608	0.0182	0.139	0.2007	0.0028	0.4759	0.0396	0.1661	-0.2029	-0.0737	0.0517	-0.2261	-0.2971	-0.2066	-0.3222	-0.009	-0.1267	-0.1224	-0.1977	0.0202	-0.1706	-0.5752
AT1G02160	0.1219	-0.6849	0.0113	-0.8641	0.4692	-0.2763	0.311	-0.136	0.4677	-0.3549	0.1634	1.1662	0.5597	-0.059	-0.1635	-0.3983	0.1578	0.204	0.1435	0.2132	-0.0518	0.0887	-0.3896	0.0353	-0.1308	0.0095	-0.0071	-0.1143
AT1G02170	-0.113	-0.2457	0.1581	-0.1925	0.436	0.3351	0.3216	0.2471	-0.065	-0.3437	-0.3504	-0.4372	-0.4756	-0.5648	-0.4296	-0.4744	0.4478	0.6405	0.3238	0.3076	-0.3132	0.0808	-0.1058	-0.0182	0.1459	0.1016	0.5196	0.513
AT1G02180	0.0464	0.0712	0.4101	0.1848	-0.1798	-0.0793	0.1503	0.1213	-0.1757	0.0168	0.8011	1.1022	0.5781	0.7602	0.2553	0.3246	-0.2406	-0.3496	0.1665	-0.3146	-0.1905	0.2063	-0.1106	-0.2484	-0.0614	-0.0638	-0.722	-0.4389
AT1G02205	-0.0516	0.1803	0.0771	-0.0882	-0.9606	-0.3969	-1.2154	-1.104	0.0822	0.2642	-0.0863	-1.0266	0.0928	0.3715	0.3326	-0.1617	-0.3888	-0.9483	-0.2823	-0.5857	-0.5291	-0.283	-0.2402	-0.1314	0.0195	-0.1724	-0.4689	-0.5531
AT1G02220	0.121	0.1199	-0.0973	-0.0443	0.1941	0.1483	0.7221	0.0897	0.3284	0.4609	-0.3134	-0.5476	-0.7331	-0.1578	0.203	-0.192	0.0966	0.2089	0.7578	0.6835	0.7617	0.9436	0.3281	0.1608	-0.1025	-0.1197	0.6722	0.6025
AT1G02260	-0.4438	-0.6533	-0.3946	-0.9821	-0.1808	-0.0094	0.0478	0.0627	-0.0069	-0.2658	-0.3501	-1.9364	-0.2431	-0.182	0.0376	-0.3308	0.1783	0.2483	-0.1151	0.1391	-0.5149	-0.0516	-0.0596	-0.0462	0.112	0.4246	0.3431	0.0816
AT1G02270	0.0012	0.0819	0.2941	-0.0069	-0.3472	-0.1664	0.4883	-0.0076	0.1918	-0.1627	0.1416	-0.3214	0.0031	-0.0429	0.4018	0.1447	0.0519	0.0783	0.1006	-0.007	0.0527	0.1391	-0.0118	0.2958	0.2614	-0.1225	0.2067	0.6458
AT1G02280	0.0851	-0.1751	0.092	-0.0357	0.3007	0.2908	0.3901	0.4769	0.518	0.3438	-0.0631	0.0068	-0.1259	-0.0625	-0.1061	-0.0667	0.3929	0.2007	0.1292	0.2118	-0.0325	0.1178	-0.1037	-0.1143	-0.1944	0.1169	-0.2448	-0.6327
AT1G02290	-0.097	-0.0489	0.0027	-0.1599	-0.0807	0.1243	0.3462	0.1553	0.2444	0.1385	-0.0118	-0.1893	-0.038	0.1119	0.1005	0.0898	-0.1061	-0.217	0.0917	0.0396	-0.2424	-0.1672	0.2251	0.0907	-0.0131	0.254	-0.102	0.0983
AT1G02300	0.9294	0.2425	1.0463	0.045	1.1295	0.7674	0.6803	0.9727	1.3836	0.3771	1.536	0.7778	1.4486	1.539	0.949	0.7642	1.1594	1.3944	0.713	0.5577	0.7337	0.7277	0.9431	1.12	0.7512	0.9281	0.9748	1.2463
AT1G02305	-0.2215	-0.4944	-0.0543	-0.5292	0.5315	0.1951	0.5338	0.4302	0.2851	-0.2359	0.3702	0.1925	0.1429	0.0548	-0.0629	-0.2631	0.0114	0.3954	0.317	0.0367	0.1867	-0.0443	0.0917	0.2177	-0.0579	-0.0675	0.0512	0.1131
AT1G02330	-0.2458	-0.4218	0.0712	-0.3082	0.4408	0.1979	-0.1055	0.4537	0.3625	-0.254	-0.3395	-0.0792	-0.5619	-0.6542	-0.3718	-0.4208	-0.0043	-0.0097	-0.2254	-0.0366	-0.529	-0.4883	-0.4772	-0.5066	-0.5711	-0.381	-0.2934	-0.1016
AT1G02335	-0.4928	-0.078	-0.8266	-0.6938	-0.5234	0.0049	-0.5013	-0.8246	0.0771	-0.0335	0.2335	0.1642	0.019	0.0352	0.3719	0.5646	-0.2662	-0.0578	-0.0738	-0.114	-0.0719	0.135	0.1494	0.041	-0.3523	-0.5566	0.2366	0.215
AT1G02340	1.2411	1.2851	0.8423	0.982	0.0164	0.4344	-0.1825	2.7444	2.3638	1.9616	0.4927	0.2593	0.2243	0.7051	-0.1205	0.5473	-0.5493	-0.5124	-0.0866	-0.0018	0.2988	-0.3571	-0.299	-0.4322	-0.2381	-0.7097	-0.1278	-0.0046
AT1G02360	0.6876	0.3593	1.1045	0.9564	0.4294	0.0891	0.7885	0.1596	0.4793	0.5258	0.286	0.5166	0.5044	0.1659	0.1395	0.0429	0.7149	0.9143	1.294	1.1393	0.807	1.3568	0.6057	0.9813	0.2954	0.064	0.6014	0.3725
AT1G02370	0.4606	0.5796	0.5476	0.5262	-0.1709	-0.121	0.086	0.3867	0.5346	0.8263	-0.0038	0.6721	-0.1112	0.5663	0.5068	0.4071	-0.3376	-0.5681	-0.0412	0.2403	0.2999	0.3758	-0.077	0.126	-0.0774	0.1017	0.1994	0.1593
AT1G02380	1.3716	0.886	1.3041	0.9821	0.8203	0.7064	-0.0181	0.6051	1.1606	1.6372	0.3588	0.1233	0.2912	0.3845	0.1619	0.4343	0.1079	-0.1031	-0.5821	-0.7833	-0.2382	-0.0314	-0.0162	-0.4833	0.1803	-0.0703	0.5167	-0.0589
AT1G02390	1.9398	2.7475	2.2055	2.7917	-0.2104	0.8715	1.4481	0.4857	0.0711	0.4223	0.7994	0.6685	0.5848	1.2757	1.5127	1.3172	0.9496	0.6943	0.0556	-0.1526	-0.1895	0.0866	-0.088	0.0587	-0.0705	-0.1136	-0.4259	0.2064
AT1G02400	0.5462	1.4059	0.4797	0.7892	0.0829	0.5274	1.6308	-0.1175	1.1328	0.2424	-0.353	-0.8325	-0.6942	-0.6742	0.3104	-0.5786	0.7932	0.8087	0.7339	0.8635	0.4498	-0.0432	-0.0795	0.1228	-0.1899	-0.2136	0.2294	0.008
AT1G02410	-0.1213	0.0821	0.1522	0.074	-0.002	0.09	0.2021	-0.0009	0.1325	0.0093	0.1085	-0.3435	-0.1738	-0.2525	0.3335	0.2807	-0.0356	-0.1907	0.0197	0.083	-0.0918	0.149	0.0243	0.1643	-0.0642	0.212	0.3946	0.5671
AT1G02420	-0.2003	0.128	-0.2097	0.0461	-0.4095	-0.5051	0.316	0.3629	-0.4549	0.3373	-0.4573	-1.8839	-0.1251	-0.0851	0.0783	-0.3215	0.1985	-0.2601	0.2516	0.3579	0.4631	0.0416	-0.1539	0.0993	-0.3881	-0.1968	-0.4428	0.2429
AT1G02460	-0.5562	0.8754	-0.2045	0.2529	-0.535	-0.3976	0.0681	-0.4938	-0.1978	-0.4	-0.2084	-0.1807	-0.5046	-0.019	0.7949	-0.1137	-0.7762	-0.7392	0.4906	0.7702	0.072	0.9425	0.5011	0.4154	0.2586	0.299	0.4876	0.4715
AT1G02475	-0.1396	-0.098	-0.2633	-0.2984	-0.2359	-0.5309	0.1719	-0.1045	0.0491	-0.0262	0.1561	-0.8529	0.0233	-0.2575	-0.0927	-0.3889	-0.077	-0.1702	0.2637	0.1947	0.2464	-0.0507	0.0542	0.0671	-0.131	-0.0793	-0.2037	-0.032
AT1G02500	-0.125	0.0123	-0.1308	0.0491	-0.1055	-0.082	-0.2057	0.069	-0.2002	-0.2349	-0.0851	-0.0498	-0.1143	-0.0838	-0.3294	-0.4482	0.1417	0.031	0.1445	0.2672	-0.2604	0.0926	-0.1521	0.3267	0.4589	0.3528	0.0739	0.9674
AT1G02520	1.0686	1.2155	1.0344	1.4895	0.0281	0.0275	0.4056	0.13	0.0104	0.3148	-0.3191	-1.988	-0.5393	-0.4388	0.0448	0.0411	0.2078	0.4021	1.102	0.6592	0.6387	1.2163	0.8463	0.9329	0.8915	0.287	0.7836	1.0324
AT1G02560	-0.1298	-0.3401	-0.1631	-0.2629	-0.2075	-0.4018	-0.0909	-0.3541	-0.0529	-0.0025	-0.1991	0.0059	-0.1795	-0.1874	-0.1471	-0.0983	0.0346	-0.1729	-0.1042	-0.1983	-0.2232	-0.0749	-0.1268	-0.0499	-0.0924	-0.0816	-0.1145	-0.2136
AT1G02610	1.3086	0.8713	1.4821	1.3401	1.951	1.7607	-0.895	0.8227	0.3542	0.6422	-1.1509	-1.5005	-1.4893	-1.4763	-0.8027	-0.7965	1.118	1.4794	-0.1572	-0.2984	0.1374	-0.5617	0.1278	-0.2415	-0.2399	-0.4791	-0.6386	-0.5499
AT1G02640	-0.2221	-0.9993	0.5915	-0.2151	1.5097	1.0237	-0.4426	0.5735	0.9933	0.9155	-1.1754	-2.1167	-1.6735	-1.8553	-2.6641	-1.7478	1.9632	2.4375	-0.0582	-0.4948	0.1844	-0.5242	-1.2996	-1.0441	-0.488	-0.5152	-0.9071	-0.8178
AT1G02650	0.8411	0.3563	0.9363	0.6606	1.2148	1.0992	-0.0067	1.0171	0.4361	0.4213	-0.1087	-0.2492	-0.5552	0.0722	-0.5314	0.2842	0.7009	0.8331	0.0523	0.2401	-0.2616	-0.0403	0.2145	-0.2933	-0.0571	-0.0045	0.1474	-0.4093
AT1G02660	1.6435	1.1918	2.0967	1.5303	1.6604	1.3635	-0.0974	1.2129	1.1343	0.5753	-1.3738	-2.2553	-1.9355	-1.7193	-1.2557	-1.4511	3.3146	3.5718	-0.2361	-0.2484	0.5439	-0.2475	-0.5904	-0.6463	0.243	0.3673	0.3042	0.7577
AT1G02670	0.0807	-0.0969	0.3094	-0.0998	0.4544	0.1706	0.8531	0.4611	1.3972	0.7792	-0.402	-0.5671	-0.6165	-0.6501	0.1281	-0.0979	0.3552	1.0679	0.5025	0.7702	-0.0055	0.2626	0.2066	-0.1711	0.3324	0.2728	0.5008	0.2468
AT1G02680	0.0278	-0.0178	0.1972	0.0114	0.6186	0.0317	-0.1761	0.0051	0.3008	0.0916	-0.3529	0.3093	-0.5928	-0.439	0.039	-0.4749	0.0922	-0.0405	-0.0134	-0.2512	-0.5905	-0.0652	-0.2712	-0.2093	-0.1192	-0.435	-0.0125	0.1245
AT1G02690	-0.4809	-0.1663	-0.4771	-0.3746	-0.6994	-0.1469	-1.2379	-0.7761	-0.8851	-0.5081	-0.5107	-0.9499	-0.0221	0.3256	-0.2974	-0.0049	-0.3227	-0.6017	-0.7159	-0.832	-1.2778	-0.8755	-0.4215	-0.3595	0.6316	0.5006	-0.2113	-0.1249
AT1G02700	-0.0986	-0.1855	-0.5481	-0.9932	-0.8023	-0.7916	0.3239	0.2707	-0.6392	-0.8058	0.2074	0.3246	0.143	-0.3317	-0.0563	0.0651	-0.0886	0.1207	0.1283	0.3563	-0.1479	0.0051	-0.4232	-0.3068	-0.1701	0.0811	-0.1751	-0.5222
AT1G02720	0.0414	-0.0533	-0.0047	-0.0695	-0.328	-0.147	-0.7487	-0.1063	-0.0224	0.2081	-0.3878	-0.4624	-0.2459	0.1097	-0.3699	0.1047	0.0375	-0.1855	-0.0547	0.0181	-0.2268	-0.1521	-0.0297	-0.1583	-0.2496	-0.1388	-0.1167	-0.1059
AT1G02730	-0.4656	-0.074	-0.7524	-0.5615	-1.7633	-1.1951	-3.0671	-3.1304	-2.3697	-2.585	-1.2087	-3.6547	-0.1196	0.3676	-0.2345	0.1268	-0.4801	-0.8383	-2.6701	-2.867	-3.0938	-2.6229	-1.243	-1.1551	0.3444	0.0961	-0.147	-0.1078
AT1G02740	-0.0563	-0.1778	0.1136	-0.0586	0.3516	0.5173	0.273	0.3578	0.4785	0.6078	-0.3082	-0.4417	-0.0034	-0.4094	0.1279	0.0944	0.4252	0.3426	0.4413	0.2169	0.3806	0.3853	-0.1585	-0.2498	-0.1533	0.2906	0.0154	0.4022
AT1G02750	-0.0854	0.1861	0.2795	0.0472	0.7628	0.7368	0.5927	0.4791	0.3749	0.1076	0.0517	-0.5939	-0.2073	-0.0503	0.4037	0.3468	0.4309	0.1495	0.218	0.3439	0.3275	0.3821	-0.1036	0.048	0.275	0.0725	0.4568	0.4281
AT1G02780	0.1844	0.1	0.2424	0.2151	-0.1891	-0.1828	-0.1288	-0.2571	0.1194	0.289	-0.0357	1.1373	0.1483	0.2235	0.3629	0.3531	-0.2359	-0.504	-0.1956	-0.1381	-0.3307	-0.0807	-0.2932	-0.093	-0.2282	-0.1251	-0.3755	-0.4994
AT1G02800	0.4802	0.6507	0.2931	0.8225	0.097	0.5772	-0.6096	-0.3035	0.1792	0.6543	0.1434	-0.0067	0.6	1.4898	-0.5635	0.0605	-0.0864	-0.6246	-0.8168	-0.4167	-0.7995	-0.2012	-0.0689	-0.0998	0.7111	0.7686	-1.0095	-1.1443
AT1G02810	-0.6454	-0.6987	-0.6659	-0.1712	-0.1655	0.3696	-0.6541	-0.1984	0.1496	0.6151	0.6102	-0.3635	0.7158	0.4784	0.3177	0.2739	-0.1058	-0.2281	-0.7742	-0.7304	-0.9885	-0.6459	-0.4322	-0.1637	0.0238	-0.1917	-0.2703	-0.2459
AT1G02816	-0.2775	-0.1713	-0.2499	-0.2952	0.3124	0.5676	0.5812	0.4748	-0.0681	-0.5355	-0.2986	-0.6366	-0.2328	-0.6508	0.079	-0.3206	0.5825	0.7148	0.0164	0.1034	0.0994	-0.4521	-0.125	-0.2498	-0.0726	-0.2052	-0.1458	-0.276
AT1G02820	1.0455	1.9945	0.5539	1.9464	-0.7815	-0.6755	1.997	-0.6132	-0.8611	0.9538	0.5753	1.4346	0.499	-0.9781	1.8313	0.5275	-1.3692	-1.8122	0.3306	1.4357	0.5478	-0.2289	-0.5121	-0.7088	0.3821	0.9481	-0.5081	0.0468
AT1G02840	-0.3372	-0.6552	-0.2278	-0.4693	0.306	0.2341	0.1231	0.1875	-0.045	-0.3142	-0.6196	-0.3724	-0.4634	-0.6938	-0.6028	-0.7207	0.0459	-0.0181	0.1259	0.0603	-0.2078	-0.0582	-0.2076	-0.2629	-0.193	-0.1768	-0.3483	-0.3736
AT1G02850	-0.4812	-0.2458	-0.526	-0.3717	0.4625	-0.1575	1.3051	0.7205	-0.6164	-0.8443	-1.6015	-1.4559	-1.2718	-1.3039	-0.5247	-1.5931	-0.2752	-0.1384	0.7961	0.5426	0.5213	0.2894	-0.4598	-0.2661	-0.4047	-0.3634	1.7471	1.47
AT1G02860	-0.1813	-0.2137	-0.0885	-0.1099	0.0897	0.1763	0.3549	-0.0395	-0.1235	-0.2697	-0.8922	-1.1542	-0.9163	-0.9066	-0.7558	-0.3736	0.5211	0.3336	0.4365	0.3532	-0.1799	-0.1278	-0.5645	-0.4671	-0.2176	-0.3237	0.0617	-0.282
AT1G02870	0.5122	0.2863	0.4525	0.3588	0.4376	0.3722	0.2544	0.0303	0.4932	0.5735	-0.3409	0.4891	-0.1428	-0.1267	0.379	0.4476	0.0823	-0.1116	-0.0012	0.1358	0.1079	0.243	0.026	0.1618	-0.2789	-0.006	-0.0147	-0.0282
AT1G02880	-0.2662	-0.0055	0.0701	0.1364	-0.0451	0.0335	0.7372	-0.2012	-0.3239	-0.5435	-0.4525	-1.8223	-0.49	-0.6592	0.4636	0.0518	-0.027	-0.1163	0.6381	0.6019	0.3073	0.228	0.2847	0.385	0.0944	0.2875	0.2383	0.4807
AT1G02890	-0.639	-0.3813	-0.6395	-0.4552	-0.2495	-0.0516	-0.1041	-0.1653	-0.2437	-0.2261	-0.924	-2.952	-1.214	-0.971	-1.0594	-0.72	0.0138	-0.0088	0.445	0.1099	-0.1256	-0.0232	-0.0904	-0.0942	0.0564	-0.1218	-0.1603	0.1304
AT1G02900	-0.117	-0.5027	0.0589	-0.0121	-0.0502	0.0502	-0.4359	-0.2398	-0.1699	-0.0094	-0.0106	0.0272	0.3594	-0.1965	-0.1747	-0.3688	0.4923	0.2091	-0.0257	0.6144	0.1772	0.2236	-0.0171	0.2187	-0.1051	-0.1113	-0.1034	0.587
AT1G02910	-0.0461	-0.3314	-0.0965	-0.3738	-0.0221	-0.3054	-0.0998	-0.2714	-0.2178	-0.0959	-0.191	-0.6633	0.1334	-0.1514	-0.1301	-0.2061	0.0901	-0.0346	-0.0946	0.0648	-0.107	-0.1508	0.0993	-0.3329	-0.0442	0.0769	-0.2746	-0.2602
AT1G02920	1.3407	1.433	2.25	1.5797	0.6784	0.288	2.1779	0.812	-0.2889	0.4407	-1.3021	-1.3603	-1.5491	-1.8981	0.8358	-0.1277	0.2872	0.8101	1.8423	1.4715	1.5428	1.9447	1.021	1.4866	-0.2326	0.0752	2.9268	2.8101
AT1G02930	1.6023	2.1942	2.0258	1.4992	1.1192	0.6085	2.1429	0.876	0.3951	0.7893	-0.2856	-0.7078	-0.0218	-0.4045	2.9119	2.0918	-0.0657	-0.1641	0.1332	0.279	0.2359	0.07	1.0461	1.2094	1.5337	1.4536	2.4814	2.8293
AT1G02950	-0.4712	-0.1207	-0.4549	-0.018	-0.2536	0.2594	-0.3081	-0.0947	-0.0756	0.1461	0.0311	-0.1303	0.144	0.0199	0.2181	-0.0851	-0.036	0.1142	0.2296	-0.0523	-0.2154	0.0666	0.4035	0.2388	0.1602	0.0784	-0.2458	-0.0796
AT1G02960	-0.6357	-1.0009	-0.4096	-1.0828	0.1795	0.1224	0.21	-0.1826	0.2029	-0.4563	-0.4388	-1.1712	-0.8255	-0.9694	-0.5533	-0.8141	0.1364	-0.0161	0.2872	0.2151	-0.3422	0.0053	0.0343	-0.3136	0.1046	0.1703	-0.3963	-0.0531
AT1G02970	0.2765	0.2514	0.4186	0.3998	-0.2351	-0.173	-0.7134	-0.2435	0.5913	0.9057	0.7506	0.37	0.5659	0.944	0.8791	1.218	-0.7403	-0.7314	-0.0983	-0.3579	-0.2271	0.2071	0.2123	0.0957	0.0173	0.0287	0.3496	0.1166
AT1G02990	-0.6764	-0.2038	-0.5331	-0.5702	-0.4993	-0.1305	-0.1077	-0.0642	-0.2865	-0.3722	-1.1819	-3.0545	-1.2518	-1.1501	-0.5288	-0.7496	-0.3041	-0.4387	-0.1046	-0.2527	-0.3245	-0.2864	-0.1577	-0.3693	-0.3158	-0.4595	-0.3331	0.005
AT1G03000	0.0537	-0.1143	0.1259	-0.085	0.2309	0.3022	-0.0487	0.2889	0.2509	0.3009	-0.2478	-2.014	-0.6437	-0.5346	-0.4015	-0.3005	0.2905	0.1539	-0.407	-0.3619	-0.0277	0.0033	0.0968	-0.2067	-0.0419	0.0879	0.1389	-0.1264
AT1G03030	-0.3985	-0.3087	-0.3128	-0.5566	-0.2301	-0.1506	0.1181	0.0322	0.0966	-0.0075	-0.1831	-0.4747	-0.3424	-0.6048	0.179	-0.0942	0.0141	-0.2204	-0.0003	-0.0414	-0.0739	-0.2336	-0.198	-0.1228	-0.0897	-0.1016	-0.0007	0.3496
AT1G03040	-0.2917	-0.1094	-0.1351	-0.1676	-0.1581	0.0136	0.1808	-0.0786	-0.2015	-0.0273	-0.3573	-0.1876	-0.3429	-0.1935	-0.3317	-0.2779	-0.2312	-0.4604	0.2697	0.0265	-0.1075	0.024	-0.1515	-0.1226	-0.2081	-0.1048	-0.0013	0.1177
AT1G03055	0.6116	1.0109	0.4202	0.7081	-0.2201	-0.0692	0.579	-0.2911	0.1655	0.8322	0.6656	0.7101	0.8071	0.6249	0.3706	0.4074	-0.7726	-1.0057	-0.0218	0.1228	0.5717	0.1412	0.2719	0.2943	0.1221	0.1144	-0.015	0.216
AT1G03060	-0.3238	0.1956	-0.2291	0.0744	-0.0023	0.3098	0.0766	0.2218	0.0405	0.2046	-0.9878	-2.3101	-1.1168	-0.6538	-0.3772	-0.2113	0.0248	0.0202	0.1544	0.1492	-0.1673	0.1647	0.2071	0.2368	-0.068	0.188	0.2419	0.3304
AT1G03070	-0.1247	0.1576	0.1485	-0.4802	-0.1747	-0.1519	0.1819	0.4539	-0.0078	0.0882	0.5266	0.0155	0.5829	0.5095	-0.3064	-0.1275	-0.0205	-0.0069	0.2086	0.1238	0.1213	0.2235	-0.0038	0.2647	0.2562	-0.479	0.2371	0.0442
AT1G03080	-0.329	0.0857	-0.3921	-0.147	0.0849	0.5717	0.3111	0.4332	-0.1811	0.0029	-0.6543	-0.9449	-0.7738	-0.4481	-0.0718	-0.2071	0.0494	0.1266	0.3296	0.2765	0.1742	0.0962	0.1519	0.2214	0.0283	0.0077	0.0176	0.2098
AT1G03090	-1.1392	-1.8891	-0.4065	-1.7931	1.9187	1.0227	0.921	1.3949	0.4083	-0.8902	-1.9255	-2.8288	-2.258	-2.4566	-2.39	-3.0084	1.7173	2.5399	0.415	0.5615	-0.1466	-0.5441	-0.7655	-0.9218	-0.5578	-0.5832	-0.5341	-0.9205
AT1G03100	0.5432	0.4378	0.1835	0.7418	-0.213	0.0505	0.2014	-0.1579	0.2423	0.6249	-0.1127	-0.4592	0.0256	0.8152	0.5297	0.4871	-0.2377	-0.8489	0.207	0.1812	-0.2104	0.2581	0.2818	0.02	-0.1796	-0.3044	-0.0984	0.0769
AT1G03110	0.5524	0.6296	0.5174	0.8046	0.1286	0.2872	-0.1303	-0.1693	0.8452	1.2826	0.306	0.2845	0.1151	0.4825	0.513	0.6345	-0.3668	-0.6706	0.1724	0.298	0.3049	0.5082	0.2233	0.302	0.1547	0.2144	0.0484	-0.03
AT1G03130	0.6288	0.4529	0.5794	0.6751	0.2331	0.1142	-0.2813	0.3041	0.4294	0.3384	1.0644	1.2663	0.3246	0.506	0.3533	0.7376	-0.0342	0.537	-0.8564	-0.6182	-0.1599	-0.7602	-0.7035	-1.1999	-0.3258	-0.5477	-0.1294	-1.5512
AT1G03140	-0.0421	-0.389	0.0275	-0.3095	0.6187	0.4826	0.1794	0.5927	0.311	0.0255	-0.3086	-0.7972	-0.4848	-0.4103	-0.3087	-0.3094	0.4793	0.4915	0.1077	0.089	-0.2241	-0.085	-0.2316	-0.1567	-0.1531	-0.1515	0.0072	-0.048
AT1G03150	0.142	0.2097	0.2214	0.4143	0.1872	0.2727	0.2995	0.3497	0.7434	0.5177	0.1993	0.0056	-0.2073	0.1855	0.2811	0.1676	-0.0998	-0.0939	0.1157	0.2929	0.2211	0.3101	-0.1403	0.1293	0.0974	0.0495	0.1376	-0.1917
AT1G03160	0.361	0.3611	0.0569	0.3982	-0.2766	-0.0217	-0.0065	-0.1257	0.1471	0.4459	0.3064	-0.5686	0.3279	0.3751	0.2966	0.2713	-0.3638	-0.4238	-0.2694	-0.4538	-0.2526	-0.0477	0.3212	0.2012	-0.0162	0.0269	-0.0554	-0.1978
AT1G03180	-0.1651	0.0442	0.1654	-0.0737	-0.391	-0.456	-0.2875	-0.9703	-0.1335	-0.203	-0.0762	-0.0992	0.1334	0.1141	-0.3527	-0.0109	-0.136	-0.5555	-0.6711	-0.2782	-0.8958	-0.622	-0.3699	0.2178	0.0285	0.3503	-0.5172	-0.3808
AT1G03190	-0.1085	-0.1467	-0.2765	-0.2493	0.028	0.2308	0.256	0.3206	-0.1291	-0.0801	-0.7293	-1.1018	-0.6124	-0.7197	-0.7928	-0.3504	-0.2979	-0.1702	0.2259	0.1453	-0.4079	-0.155	0.0835	-0.1277	-0.1701	-0.0876	-0.1257	-0.2093
AT1G03200	-0.4495	-0.5667	-0.7054	-0.9518	0.1255	-0.238	0.6785	0.4759	0.098	-0.3569	-0.8243	-1.8285	-1.3524	-0.7316	-0.4623	-0.8117	0.0959	-0.4072	0.5577	0.2604	0.1345	-0.21	0.2924	-0.9752	0.0248	-0.1334	0.0089	-0.6177
AT1G03210	-0.8625	-0.6304	-0.1883	-0.6413	0.3407	0.4581	0.4654	0.4428	0.1943	-0.0222	0.1255	-0.1216	0.0342	-0.2848	0.3583	0.0018	-0.0333	0.1413	0.4148	0.436	-0.3613	0.0356	-0.0294	0.0296	-0.0977	0.2566	0.3277	0.7506
AT1G03220	0.0126	-0.062	0.5519	0.434	0.6571	0.2762	0.7027	0.3198	-0.1022	-0.1752	-0.8671	-1.1244	-0.8727	-0.694	-0.5525	-0.4794	1.1031	1.4065	0.8994	0.3964	0.2378	0.1629	-0.434	-0.2992	-0.191	-0.6275	0.3425	-0.1898
AT1G03230	-0.2742	-0.527	-0.1436	-0.0262	-0.2749	-0.295	-0.6513	-0.6799	-0.5288	-0.2908	-0.5116	-0.9466	-1.0133	-0.478	-0.281	0.0147	0.3316	0.3389	0.129	-0.221	-0.4645	-0.3163	-0.6186	-0.6965	-0.0398	-0.1779	1.1457	0.9129
