"TAIR","SYMBOL","GENENAME","REFSEQ","ENTREZID","STRING_id","GOSLIM_IDS","ProbesetID","count_ENSEMBL_mappings","Atha_Col0_sl_noHeat_noAnox_Rep2","Atha_Col0_sl_Heat_noAnox_Rep1","Atha_Col0_sl_Heat_noAnox_Rep2","Atha_Col0_sl_noHeat_Anox_Rep1","Atha_Col0_sl_noHeat_Anox_Rep2","Atha_Col0_sl_Heat_Anox_Rep1","Atha_Col0_sl_Heat_Anox_Rep2","Atha_Col0_sl_noHeat_noAnox_Rep1"
"AT5G20990","B73|CHL6|CNX|CNX1|SIR4","Involved in molybdenum cofactor (Moco) biosynthesis, inserting Mo into Molybdopterin. sir loss-of-function mutants are resistant to sirtinol, a modulator of auxin signaling.","NM_001343692|NM_001343693|NM_122108|NP_001332397|NP_001332398|NP_197599",832224,"3702.AT5G20990.1","GO:0046483|GO:0043412|GO:0090407|GO:0043170|GO:0044260|GO:1901566|GO:1901564|GO:0036211|GO:0044237|GO:0044249|GO:1901576|GO:0009058|GO:1901362|GO:0009987|GO:0006793|GO:0006464|GO:0044238|GO:0018130|GO:0006796|GO:1901360|GO:0006807|GO:0019637|GO:0044267|GO:0019538|GO:0008152|GO:0071704|GO:0070566|GO:0016772|GO:0016740|GO:0003824|GO:0016779|GO:0005737|GO:0005829|GO:0110165|GO:0005622","246131_at",1,8.83926566478206,8.70214266077901,8.68432865772365,8.78899518356467,8.46212100519449,7.72597180176806,8.27547552600199,8.40277143593148
"AT5G21010","ATBPM5|BPM5",NA,"NM_122109|NP_197600",832225,"3702.AT5G21010.1",NA,"246190_at",1,6.57514302343514,7.08857796405078,7.07920756656501,7.00092583837941,6.93543481683503,6.73311721348089,7.13587487447295,6.73900473838039
"AT5G21030","AGO8",NA,"NM_001343695|NM_122111|NP_001331316|NP_197602",832227,"3702.AT5G21030.1",NA,"246186_at",1,4.16266168643073,4.34113627178313,4.23391382442793,4.1404478586829,4.27321745254766,4.13217786981558,4.1441894939656,3.94468110048753
"AT5G21040","FBX2","Encodes an F-box containing protein that interacts physically with BHLH32 and appears to be involved in mediating phosphate starvation responses.","NM_001203423|NM_001343696|NM_122112|NP_001190352|NP_001331436|NP_568408",832228,"3702.AT5G21040.2",NA,"246160_at",1,7.64138927534171,7.76763551159038,7.62325413595277,6.856520957997,7.11638883867516,7.41357119221901,7.92909693306559,7.70337705480719
"AT5G21050",NA,NA,"NM_122113|NP_197604",832229,"3702.AT5G21050.1","GO:0072659|GO:0006629|GO:0051641|GO:0033036|GO:0034613|GO:0072657|GO:0044237|GO:0046488|GO:0006650|GO:0030258|GO:0009987|GO:0006644|GO:0006793|GO:0008104|GO:0044238|GO:0006796|GO:0051179|GO:1990778|GO:0046486|GO:0070727|GO:0019637|GO:0016310|GO:0044255|GO:0046854|GO:0071704|GO:0008152|GO:0110165|GO:0071944|GO:0016020|GO:0005886","246188_at",1,4.74139005671324,5.13311794788874,5.21849052271492,4.63227818174943,4.65046618258091,4.84731936202721,4.83096925287651,4.79717819682464
"AT5G21060",NA,NA,"NM_001036839|NM_001036840|NM_122114|NP_001031916|NP_001031917|NP_197605",832230,"3702.AT5G21060.2",NA,"246027_at",1,7.34319218162398,7.57926900713973,7.3874213257242,7.37687446229469,7.63344157977954,6.51227114878829,6.7642953494038,7.06582845061717
"AT5G21070",NA,NA,"NM_122115|NP_197606",832231,"3702.AT5G21070.1",NA,"246026_at",1,8.07744683000586,7.4223000672436,6.9917314443924,7.87322421447307,7.63567031302702,6.85300648223806,7.11133422964029,8.5960852870337
"AT5G21090",NA,NA,"NM_122117|NP_197608",832233,"3702.AT5G21090.1",NA,"246029_at",1,11.7139237531069,10.9052520564026,10.926040988671,11.3561490159049,11.5487710388716,11.1958306686893,11.289503771169,11.6286005299608
"AT5G21100",NA,NA,"NM_122118|NP_197609",832234,"3702.AT5G21100.1","GO:0016491|GO:0003824|GO:0030054|GO:0110165|GO:0005911|GO:0070161|GO:0009506","246021_at",1,8.51698378823092,7.31075535442189,7.24188612740959,7.99905372937308,8.26557547638192,6.76057361868491,6.93867873938434,8.17715469357865
"AT5G21105",NA,NA,"NM_001161257|NM_001203424|NM_147871|NP_001154729|NP_001190353|NP_680176",832235,"3702.AT5G21105.1","GO:0016491|GO:0003824","246030_at",1,9.30262559668838,7.8937471754701,7.98950599441396,8.09319144991641,8.32271080585151,7.73408571544495,8.18481907317551,9.10968277562319
"AT5G21120","EIL2","ethylene-insensitive3-like2 (EIL2)","NM_001343697|NM_001343698|NM_122120|NP_001318615|NP_001332194|NP_197611",832237,"3702.AT5G21120.1","GO:1990837|GO:0043565|GO:0003700|GO:0140110|GO:0003676|GO:0000976|GO:0001067|GO:0005488|GO:0097159|GO:0003677|GO:0098772|GO:1901363|GO:0003690","246023_at",1,4.51852928882249,4.66422462681606,4.84763371637016,4.7384368994067,4.6591412002709,4.357485517252,4.8065337190654,4.60410867223524
"AT5G21130",NA,NA,"NM_122121|NP_197612",832239,"3702.AT5G21130.1",NA,"246024_at",1,4.2201577925602,3.94059068384178,4.31116406276845,4.03072585627035,4.00250260544873,4.12134019129652,4.18111867337195,4.26152540751722
"AT5G21150","AGO9","AGO9-dependent sRNA silencing is crucial to  specify cell fate in the Arabidopsis ovule. AGO9 is expressed in reproductive  companion cells but not in the associated male or female gametes or  their precursors. Therefore, AGO9 acts non-cell autonomously to   silencing the activity of TEs activity in the female gametophyte.","NM_122122|NP_197613",832241,"3702.AT5G21150.1",NA,"246025_at",1,3.97829644953874,4.1176924506679,4.12710337351547,4.00005993788354,4.028852675849,4.09009197023681,3.94676967006892,4.01689556010643
"AT5G21160","AtLARP1a|LARP1a",NA,"NM_001203425|NM_001203426|NM_122123|NP_001190354|NP_001190355|NP_568409",832242,"3702.AT5G21160.3",NA,"246031_at",1,7.94210579904568,6.59466211396144,6.55470081985964,7.659295412377,7.24710517290776,5.99380819129985,6.74045764679095,7.40753708281401
"AT5G21170","AKINBETA1|KIN&#946;1","Encodes AKINbeta1, a subunit of the SnRK1 kinase (Sucrose non-fermenting-1-related protein kinase).  Involved in regulation of nitrogen and sugar metabolism.","NM_001036841|NM_001343699|NM_122124|NP_001031918|NP_001330544|NP_197615",832243,"3702.AT5G21170.2",NA,"246028_at",1,7.80535254393954,7.96654893098492,8.09470947829149,8.92539531067388,8.90878195244174,8.61724709217656,8.68205646525769,8.34571451728816
"AT5G22000","RHF2A","encodes a RING-type E3 ubiquitin ligase implicated in gametogenesis. Double mutant analyses with RHF1a suggests that RHF2a may be involved in targetting ICK4KRP6 for degradation following meiosis in order to allow the mitoses associated with megagametogenesis and microgametogenesis to occur. RHF2a is expressed in all four floral whorls and is present at ~8-fold higher levels than RHF1a in inflorescences by RT-PCR analyses.","NM_001343714|NM_122125|NM_180719|NM_180720|NP_001331677|NP_568410|NP_851050|NP_851051",832260,"3702.AT5G22000.1",NA,"245684_at",1,9.2989427313023,9.19294122915004,9.3050504504966,9.64388345573942,9.82669040218086,9.50520514854814,9.45793892867546,9.718406446028
"AT5G22030","UBP8",NA,"NM_001343718|NM_122126|NP_001318617|NP_568411",832263,"3702.AT5G22030.1",NA,"245683_at",1,7.36142021284304,7.51662774734299,7.06980728085053,7.16892049355238,7.53365011550488,6.66004163358482,7.32625650797528,7.39680142755595
"AT5G22060","ATJ2|J2","Co-chaperonin similar to E. coli DnaJ","NM_122127|NP_568412",832267,"3702.AT5G22060.1","GO:0005737|GO:0005829|GO:0110165|GO:0005622","245686_at",1,9.34789442513164,11.6364696138123,11.5789252111571,9.25704093636465,9.4476020446606,11.668661496939,11.63133298277,9.32538162378805
"AT5G22220","ATE2FB|E2F1|E2FB","Member of the E2F transcription factors, (cell cycle genes), key components of the cyclin D/retinoblastoma/E2F pathway. Binds DPA and RBR1 proteins. Expressed throughout the cell cycle. Abundance increased by auxin through stabilization of the protein. Elevates CDK levels and activity, even under hormone-free conditions. Promotes cell division and shortens cell doubling time, inhibits cell growth. Transgenic plants overexpressing AtE2Fa contained an increased level of AtE2Fb transcripts that is paralleled by an increase in the amount of the AtE2Fb protein, suggesting that AtE2Fb expression might actually be up-regulated by the AtE2Fa transcription factor.","NM_001036844|NM_122128|NP_001031921|NP_568413",832283,"3702.AT5G22220.2","GO:0006725|GO:0051171|GO:0016070|GO:0044260|GO:0006357|GO:0010467|GO:2001141|GO:0009058|GO:0006139|GO:0050789|GO:0006355|GO:0006351|GO:1901360|GO:0006807|GO:0009889|GO:0044271|GO:0010556|GO:0010468|GO:0071704|GO:0008152|GO:0097659|GO:0046483|GO:0034645|GO:0009059|GO:0043170|GO:0044237|GO:0032774|GO:0044249|GO:1901576|GO:0034641|GO:0009987|GO:1901362|GO:0051252|GO:0044238|GO:0018130|GO:0080090|GO:0090304|GO:0034654|GO:0031326|GO:0060255|GO:0050794|GO:0019219|GO:0065007|GO:0019438|GO:1903506|GO:0006366|GO:0019222|GO:2000112|GO:0031323|GO:0000987|GO:0003700|GO:0003676|GO:0000976|GO:0000977|GO:0001067|GO:0005488|GO:0003690|GO:1990837|GO:0043565|GO:0140110|GO:0097159|GO:0003677|GO:0000978|GO:0098772|GO:1901363|GO:0000981|GO:0031974|GO:0043233|GO:0005634|GO:0043231|GO:0000785|GO:0070013|GO:0090575|GO:0110165|GO:0043226|GO:0000790|GO:0043229|GO:0000228|GO:0043232|GO:0043228|GO:0032991|GO:0005667|GO:0005622|GO:0005694|GO:0043227|GO:0031981","245685_at",1,5.23953279244696,5.48523523257277,4.94610064287658,5.50107890936688,5.43933993697893,5.45306961470217,6.16641062269685,5.44506343894615
"AT5G22250","AtCAF1b|CAF1b",NA,"NM_122130|NP_197617",832285,"3702.AT5G22250.1","GO:0010629|GO:0010608|GO:2000113|GO:0051246|GO:0046700|GO:0051171|GO:0010467|GO:0006139|GO:0050789|GO:0016071|GO:0006807|GO:0034248|GO:0044267|GO:0071704|GO:0009057|GO:0043170|GO:1901566|GO:0044237|GO:0009892|GO:0051248|GO:0034641|GO:0051172|GO:0044238|GO:0017148|GO:0043043|GO:0050794|GO:0006417|GO:0034655|GO:0006414|GO:0019222|GO:0031327|GO:0031323|GO:0006725|GO:0000288|GO:0031324|GO:0048519|GO:0006518|GO:0016070|GO:0044260|GO:0009058|GO:0006412|GO:0044270|GO:1901360|GO:0006402|GO:0009889|GO:0044271|GO:0009056|GO:0006401|GO:0010468|GO:1901575|GO:0010556|GO:0019538|GO:0048523|GO:0008152|GO:0044248|GO:0046483|GO:0034645|GO:0009059|GO:0009890|GO:1901564|GO:0000956|GO:0044249|GO:1901576|GO:0009987|GO:0043604|GO:0080090|GO:0010558|GO:0032269|GO:0090304|GO:0032268|GO:0019439|GO:0031326|GO:0060255|GO:0010605|GO:0065007|GO:1901361|GO:0044265|GO:2000112|GO:0043603|GO:0140098|GO:0016788|GO:0004518|GO:0000175|GO:0003824|GO:0016796|GO:0016787|GO:0004540|GO:0008408|GO:0004527|GO:0043232|GO:0099080|GO:0005737|GO:0043228|GO:0035770|GO:0032991|GO:0000932|GO:0005622|GO:0030014|GO:0110165|GO:0043226|GO:0043229|GO:0036464","249928_at",1,5.73708788606836,4.89412446567541,4.41090687639403,5.31373043388573,5.3765095057724,5.21399649107901,6.42915780969637,5.27704939789198
"AT5G22270","SIED1",NA,"NM_122132|NP_197619",832287,"3702.AT5G22270.1",NA,"249941_at",1,8.08104292375448,5.76046794847572,4.98892030485318,9.56161017708539,9.8094954320465,8.3653700076357,9.20885073973392,6.90414324913878
"AT5G22280",NA,NA,"NM_001125788|NM_001203433|NM_122133|NP_001119260|NP_001190362|NP_197620",832288,"3702.AT5G22280.3",NA,"249943_at",1,7.06263608221078,7.72731453823351,7.21744349118094,7.33046082105454,6.92107290664758,7.22722666293824,6.88264719634815,7.12793258833042
"AT5G22290","anac089|FSQ6|NAC089|NTL14",NA,"NM_001343723|NM_122134|NP_001330322|NP_568414",832289,"3702.AT5G22290.1",NA,"249944_at",1,6.94956306170853,7.31450592092698,7.6895659852001,7.30812934604185,7.64427297999109,8.92312447111496,9.28707189736523,6.78159148663386
"AT5G22300","AtNIT4|NIT4","encodes a nitrilase isomer. The purified enzyme shows a strong substrate specificity for beta-cyano-L-alanine, a intermediate product of the cyanide detoxification pathway.","NM_001343724|NM_122135|NP_001330785|NP_197622",832290,"3702.AT5G22300.1",NA,"249942_at",1,5.77530636280498,5.94892597947264,6.16826167620298,5.68232091972604,5.57926289150707,5.43461197461989,5.8580882184226,5.65085514694928
"AT5G22310",NA,NA,"NM_122136|NP_568415",832291,"3702.AT5G22310.1",NA,"249887_at",1,8.05597247298432,6.46422880176673,7.18284540600816,6.84028074437293,7.43323594766025,6.57296955504781,6.96191271888919,7.40680701023679
"AT5G22320",NA,NA,"NM_001203434|NM_122137|NP_001190363|NP_568416",832292,"3702.AT5G22320.1",NA,"249886_at",1,5.96792967533551,4.96326373050762,5.08367901725092,5.57717501089896,5.35456568329878,4.84972664265083,5.0885215126904,5.46373321563458
"AT5G22330","ATTIP49A|RIN1|RVB1",NA,"NM_122138|NP_197625",832293,"3702.AT5G22330.1","GO:0044085|GO:0051171|GO:0071826|GO:0010467|GO:2001141|GO:0006139|GO:0050789|GO:0006351|GO:0006807|GO:0022618|GO:0044267|GO:0043933|GO:0071704|GO:0022607|GO:0034622|GO:0043170|GO:0016570|GO:0044237|GO:0032774|GO:0016043|GO:0034641|GO:0043543|GO:0044238|GO:0018130|GO:0006464|GO:0071840|GO:0034654|GO:0051276|GO:0050794|GO:0019438|GO:0006325|GO:0006338|GO:0006473|GO:0019222|GO:0006475|GO:0031323|GO:0006725|GO:0018394|GO:0043412|GO:0016070|GO:0044260|GO:0006357|GO:0065003|GO:0036211|GO:0018193|GO:0009058|GO:0006355|GO:1901360|GO:0009889|GO:0044271|GO:0016573|GO:0010468|GO:0010556|GO:0019538|GO:0008152|GO:0097659|GO:0046483|GO:0034645|GO:0018205|GO:0009059|GO:1901564|GO:0044249|GO:1901576|GO:0016569|GO:1901362|GO:0009987|GO:0051252|GO:0018393|GO:0080090|GO:0090304|GO:0031326|GO:0060255|GO:0006996|GO:0019219|GO:0022613|GO:0065007|GO:1903506|GO:0006366|GO:2000112|GO:0016462|GO:0004386|GO:0003824|GO:0016787|GO:0003678|GO:0016818|GO:0140097|GO:0016817|GO:0008094|GO:0017111|GO:0016887|GO:0031974|GO:0031011|GO:0043233|GO:0000123|GO:0005634|GO:1902493|GO:0043231|GO:1902494|GO:0000785|GO:0005654|GO:0035267|GO:1990234|GO:1904949|GO:0070013|GO:0070603|GO:0110165|GO:0043226|GO:0000790|GO:0043229|GO:0000228|GO:0043232|GO:0031248|GO:0043228|GO:0032991|GO:0005694|GO:0005622|GO:0000118|GO:0043227|GO:0031981|GO:0033202","249938_at",1,7.50650720454092,7.39931609803571,7.05151305136353,8.19596088131765,7.91832159915756,6.98187068845703,7.20742142555655,7.39321403877463
"AT5G22340",NA,NA,"NM_001036845|NM_122139|NP_001031922|NP_197626",832294,"3702.AT5G22340.2",NA,"249929_at",1,8.95184745856809,9.03156929537006,9.00201899731713,9.22535901222619,8.98473275836874,7.46575140481056,7.87335508077524,8.90696449171834
"AT5G22360","ATVAMP714|VAMP714","Member of Synaptobrevin-like AtVAMP7C, v-SNARE protein family.","NM_122141|NP_197628",832297,"3702.AT5G22360.1",NA,"249930_at",1,8.72905749010871,8.28874165168077,8.45285045253759,8.64861416872149,8.98737441213703,8.0722140342256,8.55129564640771,8.56975644967578
"AT5G22370","EMB1705|GPN2|QQT1","Encodes QQT1.  Required for early embryo development.  qqt1 mutant lines are embryo-defective.  Participates in the organization of microtubules during cell division.  Interacts with QQT2 (encoded by AT4G21800).","NM_001125789|NM_001343725|NM_122142|NP_001119261|NP_001332350|NP_197629",832298,"3702.AT5G22370.1","GO:0016787|GO:0003924|GO:0016462|GO:0016818|GO:0016817|GO:0017111|GO:0003824|GO:0005737|GO:0110165|GO:0005622","249931_at",1,6.21484274769248,5.95519026007951,5.78771353220924,6.42763662770193,6.40882284434793,5.73369999006314,5.52033223342198,6.10597747089685
"AT5G22380","anac090|NAC090",NA,"NM_122143|NP_197630",832299,"3702.AT5G22380.1",NA,"249940_at",1,4.08664460347648,4.26697779635465,4.21808557983918,4.29356135224377,4.15991548155012,3.93523409788455,4.40063231616947,4.02128373479962
"AT5G22390",NA,NA,"NM_122144|NP_197631",832300,"3702.AT5G22390.1",NA,"249932_at",1,4.27087460552593,6.21893695129015,6.65122269257325,4.86871242586607,4.80219098041002,6.416549001448,6.04859674356093,5.23632161835774
"AT5G22400",NA,NA,"NM_122145|NP_197632",832301,"3702.AT5G22400.1",NA,"249933_at",1,6.03468614182026,6.67851019566444,6.25334659432854,6.17913014052584,5.84489831052847,6.42411106763459,6.207268040524,6.57872157051471
"AT5G22410","RHS18",NA,"NM_122146|NP_197633",832302,"3702.AT5G22410.1","GO:0050896|GO:0006950|GO:0016684|GO:0016491|GO:0003824|GO:0030312|GO:0005618|GO:0005911|GO:0070161|GO:0009506|GO:0030054|GO:0009505|GO:0110165|GO:0071944","249934_at",1,5.55710604679919,6.31165224298966,6.15032355800819,4.21577697237987,4.20632622620946,5.74525105782452,6.35134330921069,7.02660336077305
"AT5G22420","FAR7",NA,"NM_001343726|NM_001343727|NM_001343728|NM_001343729|NM_001343730|NM_001343731|NM_122147|NP_001331816|NP_001331817|NP_001331818|NP_001331819|NP_001331820|NP_001331821|NP_197634",832303,"3702.AT5G22420.1","GO:0006725|GO:1901135|GO:0006790|GO:0019748|GO:0009058|GO:0006139|GO:0006793|GO:0006796|GO:1901360|GO:0019693|GO:0006807|GO:0006753|GO:0072521|GO:0006163|GO:0071704|GO:0008152|GO:0046483|GO:0006637|GO:1901564|GO:0044237|GO:0044249|GO:0034641|GO:1901576|GO:1901362|GO:0009987|GO:1901568|GO:0009259|GO:0009150|GO:0044238|GO:0044550|GO:0019438|GO:0019637|GO:0009117|GO:0055086|GO:0044281|GO:0043603|GO:0016491|GO:0003824|GO:0043227|GO:0110165|GO:0043226|GO:0043231|GO:0043229|GO:0005622","249935_at",1,4.54812076894818,4.93512359488879,4.79557485425378,4.5791955286272,4.76966749546984,4.35625747812661,4.84297667476845,4.46577487830845
"AT5G22430",NA,NA,"NM_122148|NP_568418",832304,"3702.AT5G22430.1",NA,"249939_at",1,4.64572926189521,4.84341029162867,4.94920462053449,5.13676527740745,4.89991334887201,4.28378164009726,4.75463225159626,5.16927558640856
"AT5G22440",NA,NA,"NM_001085143|NM_122149|NP_001078612|NP_197636",832305,"3702.AT5G22440.2","GO:0006725|GO:0046483|GO:0044085|GO:0016070|GO:0043170|GO:0006364|GO:0006396|GO:0010467|GO:0044237|GO:0034641|GO:0009987|GO:0042273|GO:0006139|GO:0044238|GO:0071840|GO:0034660|GO:0090304|GO:1901360|GO:0034470|GO:0006807|GO:0016072|GO:0022613|GO:0042254|GO:0000470|GO:0008152|GO:0071704|GO:0003676|GO:0003723|GO:1901363|GO:0005488|GO:0097159|GO:0043232|GO:0005737|GO:1990904|GO:0043228|GO:0022626|GO:0032991|GO:0022625|GO:0005622|GO:0015934|GO:0005829|GO:0110165|GO:0043226|GO:0005840|GO:0043229|GO:0044391","249945_at",1,10.1007456883534,9.57540404334643,9.20608792322645,10.0006654193776,9.0847208083448,8.55195110569352,8.65948960467358,10.044724363941
"AT5G22450",NA,NA,"NM_001343732|NM_001343733|NM_122150|NP_001330671|NP_001330672|NP_197637",832306,"3702.AT5G22450.1",NA,"249936_at",1,7.62215078340771,8.01596632729777,7.99539680406145,7.53237430251692,8.1630308249107,7.92425603658399,8.49658938473552,7.27855696781872
"AT5G22460",NA,NA,"NM_001343734|NM_122151|NM_180724|NP_001332031|NP_197638|NP_851055",832307,"3702.AT5G22460.1",NA,"249917_at",1,7.0516817581399,7.261774497058,7.16478107791725,7.2776473555689,7.1561613398368,6.66548039794459,6.89456078475977,7.49126435997543
"AT5G22470","AtPARP3|PARP3",NA,"NM_001343735|NP_001318618",832308,"3702.AT5G22470.1","GO:0006281|GO:0006725|GO:0046483|GO:0051716|GO:0006302|GO:0043412|GO:0043170|GO:0044260|GO:1901564|GO:0036211|GO:0044237|GO:0006974|GO:0034641|GO:0009987|GO:0006139|GO:0006464|GO:0044238|GO:0050896|GO:0090304|GO:1901360|GO:0006950|GO:0006807|GO:0044267|GO:0033554|GO:0019538|GO:0071704|GO:0006259|GO:0008152|GO:0016757|GO:0016763|GO:0016740|GO:0140096|GO:0003824|GO:0043232|GO:0031974|GO:0043228|GO:0043233|GO:0005634|GO:0043231|GO:0005622|GO:0070013|GO:0005730|GO:0043227|GO:0031981|GO:0110165|GO:0043226|GO:0043229","249937_at",1,4.93127660799532,5.50142104425068,5.96061371269784,4.92514217579933,5.40703661848518,5.02817949567322,5.09535043223112,4.9592632696955
"AT5G22500","FAR1","Encodes a member of the eight-member gene family encoding alcohol-forming fatty acyl-CoA reductases (FARs) identified in Arabidopsis thaliana.  Three of the FARs, FAR1 (At5g22500), FAR4 (At3g44540) and FAR5 (At3g44550), are shown to generate the fatty alcohols found in root, seed coat, and wound-induced leaf tissue.","NM_001343737|NM_122155|NP_001331256|NP_197642",832311,"3702.AT5G22500.1","GO:0006725|GO:1901135|GO:0006790|GO:0019748|GO:0009058|GO:0006139|GO:0006793|GO:0006796|GO:1901360|GO:0019693|GO:0006807|GO:0006753|GO:0072521|GO:0006163|GO:0071704|GO:0008152|GO:0046483|GO:0006637|GO:1901564|GO:0044237|GO:0044249|GO:0034641|GO:1901576|GO:1901362|GO:0009987|GO:1901568|GO:0009259|GO:0009150|GO:0044238|GO:0044550|GO:0019438|GO:0019637|GO:0009117|GO:0055086|GO:0044281|GO:0043603|GO:0016491|GO:0003824|GO:0043227|GO:0110165|GO:0043226|GO:0043231|GO:0043229|GO:0005622","249895_at",1,11.3589439308644,10.4683683318827,10.4114081271159,10.8610980757887,11.0739626936565,10.8242406794855,10.8633973119909,10.9088598969276
"AT5G22510","A/N-InvE|At-A/N-InvE|INV-E","Encodes a chloroplast-targeted alkaline/neutral invertase that is implicated in the development of the photosynthetic apparatus and nitrogen assimilation in seedlings to control the sucrose to hexose ratio.","NM_001343739|NM_122156|NP_001332722|NP_197643",832312,"3702.AT5G22510.1","GO:0044262|GO:0044275|GO:0016052|GO:0009056|GO:0044237|GO:1901575|GO:0009987|GO:0005975|GO:0044248|GO:0044238|GO:0071704|GO:0008152|GO:0016787|GO:0015926|GO:0016798|GO:0004553|GO:0003824|GO:0005737|GO:0043231|GO:0005622|GO:0043227|GO:0110165|GO:0009507|GO:0043226|GO:0043229|GO:0009536","249898_at",1,7.59356027057962,7.46587963037645,7.26953287673529,7.85481330371375,8.1407116081265,7.22555125793961,7.52867834421864,7.81540688995789
"AT5G22530",NA,NA,"NM_122158|NP_568419",832314,"3702.AT5G22530.1",NA,"249896_at",1,4.32578168345442,4.18146032606266,4.35650687867927,4.1750199325293,4.28450821796877,4.13908129758147,4.40313161578409,4.15771267342143
"AT5G22540",NA,NA,"NM_122159|NP_197646",832315,"3702.AT5G22540.1",NA,"249889_at",1,4.94901113471112,5.5396041712285,5.67310103427476,5.26730713169459,5.02300960351402,5.13211170894986,5.4641081750077,5.15388275653468
"AT5G22550",NA,NA,"NM_122160|NM_203092|NP_568420|NP_974821",832317,"3702.AT5G22550.2",NA,"249897_at",1,5.12855738875555,4.64724712666889,4.47088166215394,4.97010879615381,5.32862896961059,4.76530864529293,5.01271035332718,5.16342831830169
"AT5G22555",NA,NA,"NM_122161|NP_568421",832318,"3702.AT5G22555.1",NA,"249893_at",1,4.53756182442174,4.21804047049052,4.07085216128743,4.21718702294134,4.06723039184299,4.1865058784777,4.1609202410454,4.1797137561462
"AT5G22570","ATWRKY38|WRKY38","member of WRKY Transcription Factor; Group III","NM_122163|NP_197649",832320,"3702.AT5G22570.1",NA,"249890_at",1,4.58522689350691,4.6596022249295,4.48940375204034,8.01750368606053,8.30163920867052,7.96807282899733,9.05656046963905,4.68504218731462
"AT5G22580",NA,NA,"NM_122164|NP_568422",832321,"3702.AT5G22580.1",NA,"249894_at",1,9.18625562383842,9.60179930721635,9.05997902475655,9.94374327286583,8.98899579792637,7.96859187249355,8.23385420241525,9.5699585167639
"AT5G22590",NA,NA,"NM_122165|NP_197651",832322,"3702.AT5G22590.1",NA,"249891_at",1,3.71910514619882,4.21820823108996,3.77523788847234,3.97332808285248,3.93600505929904,3.89292877421595,3.97885777997657,3.83961258723819
"AT5G22600",NA,NA,"NM_001343740|NM_122166|NP_001318619|NP_197652",832323,"3702.AT5G22600.1",NA,"249892_at",1,3.94515505722058,4.42338456732848,4.57143760445413,4.13756542945343,3.87283502196812,4.26138153776334,4.4134537978757,4.32764698518875
"AT5G22620",NA,NA,"NM_001161258|NM_001203437|NM_001343743|NM_001343744|NM_001343745|NM_122168|NP_001154730|NP_001190366|NP_001330512|NP_001330513|NP_001330514|NP_197654",832325,"3702.AT5G22620.1","GO:0016787|GO:0016788|GO:0016791|GO:0016853|GO:0016866|GO:0003824|GO:0042578|GO:0005737|GO:0005829|GO:0110165|GO:0005622","249899_at",1,7.38774196615824,7.73980510128947,7.47295519355981,8.32620495187371,8.03658822305774,6.98006685731423,7.00263678887861,7.72340147557127
"AT5G22630","ADT5","Encodes a plastid-localized arogenate dehydratase involved in phenylalanine biosynthesis.  Not less than six genes encoding ADT were identi&#64257;ed in the Arabidopsis genome: ADT1 [At1g11790]; ADT2 [At3g07630]; ADT3 [At2g27820]; ADT4 [At3g44720]; ADT5 [At5g22630]; and ADT6 [At1g08250].","NM_122169|NP_197655",832326,"3702.AT5G22630.1","GO:0016053|GO:0006725|GO:0043436|GO:0009073|GO:0008652|GO:1901566|GO:1901564|GO:0044237|GO:0044249|GO:1901576|GO:0009058|GO:1901362|GO:0009987|GO:0006082|GO:0046394|GO:0044238|GO:1901360|GO:0009072|GO:0006807|GO:1901605|GO:0019438|GO:0006520|GO:0044283|GO:0019752|GO:0008152|GO:0071704|GO:0044281|GO:0016829|GO:0016835|GO:0016836|GO:0003824|GO:0005737|GO:0043231|GO:0005622|GO:0043227|GO:0110165|GO:0043226|GO:0009507|GO:0043229|GO:0009536","249910_at",1,7.92063779318214,5.77006207842807,5.54651950872643,7.55140626252712,8.28555653256814,6.85408165847067,7.53982261603261,8.04267429624401
"AT5G22640","emb1211|TIC100","EMB1211 is a MORN (multiple membrane  occupation and recognition nexus) motif containing protein involved in embryo development and chloroplast biogenesis.","NM_001203438|NM_001343746|NM_122170|NP_001190367|NP_001330610|NP_197656",832327,"3702.AT5G22640.1",NA,"249900_at",1,9.00459664013457,8.4167751272739,8.06393251141054,8.97293939826406,8.1758503734458,7.20871029275568,7.42137513170879,8.59430505931361
